date,produit,categorie,prix_unitaire,quantite,ca
2024-02-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-23,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-23,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-23,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-02-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-02-23,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-02-23,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-23,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-23,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-02-23,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-02-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-23,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-02-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-23,croquette chien,croquette,6.0,1,6.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-02-23,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-23,litiere naturel,litiere,10.0,1,10.0
2024-02-23,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-23,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-23,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-02-23,croquette chien,croquette,6.0,1,6.0
2024-02-23,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-02-23,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-23,croquette ships chat,croquette,6.0,1,6.0
2024-02-23,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-23,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-23,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-23,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-23,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-23,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-23,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-23,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-23,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-23,croquette chien,croquette,6.0,2,12.0
2024-02-23,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-23,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-02-23,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-23,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-24,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-24,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-24,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-24,croquette ships chat,croquette,6.0,2,12.0
2024-02-24,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-24,croquette ships chat,croquette,6.0,1,6.0
2024-02-24,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-24,croquette ships chat,croquette,6.0,1,6.0
2024-02-24,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-24,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-02-24,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-24,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-02-24,croquette chien,croquette,6.0,2,12.0
2024-02-24,litiere chat cats ways,litiere,12.0,2,24.0
2024-02-24,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-02-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-24,croquette ships chat,croquette,6.0,1,6.0
2024-02-24,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-24,croquette chien,croquette,6.0,1,6.0
2024-02-24,croquette chien,croquette,6.0,1,6.0
2024-02-24,croquette ships chat,croquette,6.0,2,12.0
2024-02-24,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-24,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-02-24,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-24,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-24,litiere naturel,litiere,10.0,1,10.0
2024-02-24,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-25,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-25,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-02-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-25,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-02-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-25,litiere naturel,litiere,10.0,1,10.0
2024-02-25,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-02-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-25,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-25,croquette chien,croquette,6.0,1,6.0
2024-02-25,litiere naturel,litiere,10.0,2,20.0
2024-02-25,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-02-25,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-02-25,croquette chien,croquette,6.0,1,6.0
2024-02-25,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-25,croquette ships chat,croquette,6.0,2,12.0
2024-02-25,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-25,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-02-25,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-25,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-02-25,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-25,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-25,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-25,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-25,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-02-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-25,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-25,croquette ships chat,croquette,6.0,1,6.0
2024-02-25,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-25,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-25,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-25,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-25,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-25,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-02-25,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-02-25,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-02-25,litiere naturel,litiere,10.0,2,20.0
2024-02-25,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-25,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-26,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-02-26,croquette ships chat,croquette,6.0,1,6.0
2024-02-26,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-02-26,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-26,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-02-26,croquette chien,croquette,6.0,1,6.0
2024-02-26,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-26,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-02-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-26,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-26,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-26,croquette chien,croquette,6.0,1,6.0
2024-02-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-26,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-26,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-26,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-02-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-26,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-26,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-26,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-26,croquette chien,croquette,6.0,1,6.0
2024-02-26,croquette ships chat,croquette,6.0,2,12.0
2024-02-26,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-26,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-26,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-26,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-26,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-02-26,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-02-26,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-26,croquette ships chat,croquette,6.0,1,6.0
2024-02-26,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-26,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-26,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-02-26,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-26,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-26,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-26,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-26,litiere chat cats ways,litiere,12.0,2,24.0
2024-02-26,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-27,croquette ships chat,croquette,6.0,1,6.0
2024-02-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-27,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-02-27,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-02-27,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-02-27,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-02-27,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-27,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-27,Patchs yeux Bio,Soin du visage,60.0,2,120.0
2024-02-27,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-27,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-27,croquette ships chat,croquette,6.0,1,6.0
2024-02-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-02-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-27,croquette ships chat,croquette,6.0,1,6.0
2024-02-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-27,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-27,croquette chien,croquette,6.0,1,6.0
2024-02-27,litiere chat cats ways,litiere,12.0,2,24.0
2024-02-27,croquette chien,croquette,6.0,1,6.0
2024-02-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-27,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-27,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-27,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-02-27,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-02-27,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-27,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-02-27,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-02-27,croquette chien,croquette,6.0,1,6.0
2024-02-27,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-02-27,litiere naturel,litiere,10.0,1,10.0
2024-02-27,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-02-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-27,litiere naturel,litiere,10.0,1,10.0
2024-02-27,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-02-27,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-27,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-02-27,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-27,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-27,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-28,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-28,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-02-28,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-28,litiere naturel,litiere,10.0,1,10.0
2024-02-28,Crème mains nourrissante,Soin corps,28.5,2,57.0
2024-02-28,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-28,litiere naturel,litiere,10.0,1,10.0
2024-02-28,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-02-28,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-28,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-28,litiere naturel,litiere,10.0,1,10.0
2024-02-28,litiere chat cats ways,litiere,12.0,2,24.0
2024-02-28,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-02-28,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-28,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-28,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-28,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-28,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-02-28,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-02-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-28,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-28,croquette chien,croquette,6.0,1,6.0
2024-02-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-28,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-28,litiere chat cats ways,litiere,12.0,1,12.0
2024-02-28,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-28,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-02-28,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-02-28,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-28,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-29,croquette ships chat,croquette,6.0,2,12.0
2024-02-29,litiere naturel,litiere,10.0,2,20.0
2024-02-29,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-02-29,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-02-29,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-02-29,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-02-29,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-29,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-29,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-02-29,croquette chien,croquette,6.0,1,6.0
2024-02-29,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-29,litiere naturel,litiere,10.0,1,10.0
2024-02-29,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-02-29,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-02-29,litiere naturel,litiere,10.0,1,10.0
2024-02-29,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-02-29,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-02-29,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-02-29,croquette chien,croquette,6.0,2,12.0
2024-02-29,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-02-29,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-02-29,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-02-29,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-01,croquette chien,croquette,6.0,1,6.0
2024-03-01,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-01,litiere naturel,litiere,10.0,2,20.0
2024-03-01,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-01,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-01,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-01,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-03-01,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-01,litiere naturel,litiere,10.0,2,20.0
2024-03-01,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-01,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-01,croquette chien,croquette,6.0,1,6.0
2024-03-01,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-01,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-01,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-03-01,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-01,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-01,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-01,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-01,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-03-01,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-01,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-03-01,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-03-01,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-03-01,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-01,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-02,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-02,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-02,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-03-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-03-02,litiere naturel,litiere,10.0,1,10.0
2024-03-02,litiere naturel,litiere,10.0,2,20.0
2024-03-02,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-02,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-02,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-02,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-03-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-02,croquette chien,croquette,6.0,1,6.0
2024-03-02,croquette ships chat,croquette,6.0,1,6.0
2024-03-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-02,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-03-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-02,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-03-02,Shampoing sec Klorane,Cheveux,45.5,2,91.0
2024-03-02,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-02,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-02,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-03-02,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-02,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-02,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-02,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-03-02,Brumisateur d'eau thermale,Soin du visage,48.0,2,96.0
2024-03-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-03-02,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-03-02,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-03-02,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-03-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-02,croquette ships chat,croquette,6.0,1,6.0
2024-03-02,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-03,Complément alimentaire sommeil,Bien-être,75.0,2,150.0
2024-03-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-03,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-03,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-03,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-03-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-03,litiere naturel,litiere,10.0,1,10.0
2024-03-03,Lotion nettoyante Bioderma,Soin du visage,78.0,1,78.0
2024-03-03,Déodorant sans alcool,Hygiène,35.0,1,35.0
2024-03-03,Savon d'Alep bio,Hygiène,18.0,2,36.0
2024-03-03,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-03,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-03-03,croquette chien,croquette,6.0,1,6.0
2024-03-03,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-03-03,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-03,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-03-03,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-03,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-03-03,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-03,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-03,Masque capillaire nourrissant,Cheveux,52.0,2,104.0
2024-03-03,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-03-03,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-03,Gel anti-douleur musculaire,Santé,40.0,2,80.0
2024-03-03,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-03-03,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,2,260.0
2024-03-03,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-03-03,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-03,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-03,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-03-03,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-03,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-03,litiere naturel,litiere,10.0,2,20.0
2024-03-03,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-03,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-03-03,Huile d'argan marocaine,Cheveux,95.0,2,190.0
2024-03-03,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-04,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-04,Crème hydratante NUXE,Soin du visage,80.0,2,160.0
2024-03-04,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-04,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-04,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-04,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-03-04,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-04,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-04,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-04,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-04,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-03-04,Complément alimentaire sommeil,Bien-être,75.0,1,75.0
2024-03-04,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-03-04,Gel douche doux Uriage,Hygiène,32.0,1,32.0
2024-03-04,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-04,croquette ships chat,croquette,6.0,1,6.0
2024-03-04,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-04,croquette ships chat,croquette,6.0,1,6.0
2024-03-04,Lotion nettoyante Bioderma,Soin du visage,78.0,2,156.0
2024-03-04,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-04,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-04,Huile d'argan marocaine,Cheveux,95.0,1,95.0
2024-03-04,Savon d'Alep bio,Hygiène,18.0,1,18.0
2024-03-04,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-04,Sérum anti-âge La Roche-Posay,Soin du visage,130.0,1,130.0
2024-03-04,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-03-04,Masque capillaire nourrissant,Cheveux,52.0,1,52.0
2024-03-04,croquette chien,croquette,6.0,2,12.0
2024-03-04,litiere chat cats ways,litiere,12.0,1,12.0
2024-03-04,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-03-05,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-05,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-05,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-05,litiere naturel,litiere,10.0,2,20.0
2024-03-05,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-05,Dentifrice Sensigel,Hygiène,22.0,1,22.0
2024-03-05,litiere naturel,litiere,10.0,1,10.0
2024-03-05,litiere naturel,litiere,10.0,2,20.0
2024-03-05,Shampoing sec Klorane,Cheveux,45.5,1,45.5
2024-03-05,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-05,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-03-05,Brumisateur d'eau thermale,Soin du visage,48.0,1,48.0
2024-03-05,Gel douche doux Uriage,Hygiène,32.0,2,64.0
2024-03-05,croquette chien,croquette,6.0,1,6.0
2024-03-05,Dentifrice Sensigel,Hygiène,22.0,2,44.0
2024-03-05,Déodorant sans alcool,Hygiène,35.0,2,70.0
2024-03-05,Crème hydratante NUXE,Soin du visage,80.0,1,80.0
2024-03-05,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-05,Gel anti-douleur musculaire,Santé,40.0,1,40.0
2024-03-05,Patchs yeux Bio,Soin du visage,60.0,1,60.0
2024-03-05,croquette chien,croquette,6.0,1,6.0
2024-03-05,Crème mains nourrissante,Soin corps,28.5,1,28.5
2024-03-05,Dentifrice Sensigel,Hygiène,22.0,1,22.0
